event_id,player_id,session_id,timestamp,event_type,game_scenario,social_mode,platform,player_level,event_value,reported_flag
9e6ca51fcdb5,player_0034,player_0034_s2,2026-07-21T00:54:24Z,player_death,quest_goblin_camp,multiplayer_pvp,mobile,2,,
580492065396,player_0034,player_0034_s2,2026-07-21T00:56:03Z,matchmaking_complete,lobby,multiplayer_pvp,mobile,2,,
ee1a278dcd50,player_0034,player_0034_s2,2026-07-21T00:57:04Z,item_purchase,quest_goblin_camp,multiplayer_pvp,mobile,2,495,
d2acd452134e,player_0034,player_0034_s2,2026-07-21T00:57:43Z,friend_request_sent,quest_goblin_camp,multiplayer_pvp,mobile,2,,
e735cc3ab565,player_0034,player_0034_s2,2026-07-21T00:58:27Z,chat_message,quest_goblin_camp,multiplayer_pvp,mobile,2,,0
bd074b64a3b1,player_0034,player_0034_s2,2026-07-21T01:00:07Z,achievement_unlocked,quest_goblin_camp,multiplayer_pvp,mobile,2,189,
d3b264429b3b,player_0034,player_0034_s2,2026-07-21T01:02:32Z,friend_request_sent,quest_goblin_camp,multiplayer_pvp,mobile,2,,
8fd3184bcbd9,player_0034,player_0034_s2,2026-07-21T01:05:50Z,party_leave,lobby,multiplayer_pvp,mobile,2,,
b9cf29727dbf,player_0034,player_0034_s2,2026-07-21T01:09:20Z,afk_timeout,quest_goblin_camp,multiplayer_pvp,mobile,2,,
005e4b94dc9e,player_0021,player_0021_s1,2026-07-21T01:09:51Z,session_start,lobby,singleplayer,mobile,5,,
2c88bdc4c075,player_0021,player_0021_s1,2026-07-21T01:10:10Z,level_start,level_2,singleplayer,mobile,5,,
7b1ea2cfbf75,player_0021,player_0021_s1,2026-07-21T01:11:32Z,item_pickup,quest_goblin_camp,singleplayer,mobile,5,,
76e7fb243fb6,player_0034,player_0034_s2,2026-07-21T01:12:56Z,item_pickup,quest_goblin_camp,multiplayer_pvp,mobile,2,,
537587780ed6,player_0021,player_0021_s1,2026-07-21T01:14:53Z,quest_complete,quest_goblin_camp,singleplayer,mobile,5,441,
378f2dd286ee,player_0021,player_0021_s1,2026-07-21T01:16:03Z,player_death,quest_goblin_camp,singleplayer,mobile,5,,
6d042297c2a3,player_0034,player_0034_s2,2026-07-21T01:16:16Z,item_purchase,quest_goblin_camp,multiplayer_pvp,mobile,2,353,
dd1f1b1d3e21,player_0021,player_0021_s1,2026-07-21T01:17:31Z,quest_accept,quest_goblin_camp,singleplayer,mobile,5,,
dd1f1b1d3e21,player_0021,player_0021_s1,2026-07-21T01:17:31Z,quest_accept,quest_goblin_camp,singleplayer,mobile,5,,
de5fbdf121e3,player_0021,player_0021_s1,2026-07-21T01:17:37Z,friend_request_sent,quest_goblin_camp,singleplayer,mobile,5,,
8517fcab2c58,player_0034,player_0034_s2,2026-07-21T01:19:34Z,matchmaking_complete,lobby,multiplayer_pvp,mobile,2,,
d8ccca5f37f0,player_0021,player_0021_s1,2026-07-21T01:20:53Z,achievement_unlocked,quest_goblin_camp,singleplayer,mobile,5,54,
ea57aa32d50d,player_0021,player_0021_s1,2026-07-21T01:21:31Z,level_up,quest_goblin_camp,singleplayer,mobile,6,645,
ea57aa32d50d,player_0021,player_0021_s1,2026-07-21T01:21:31Z,level_up,quest_goblin_camp,singleplayer,mobile,6,645,
b739dc715ee7,player_0034,player_0034_s2,2026-07-21T01:23:22Z,level_fail,level_5,multiplayer_pvp,mobile,2,,
b581577a25e7,player_0021,player_0021_s1,2026-07-21T01:24:36Z,item_purchase,quest_goblin_camp,singleplayer,mobile,6,261,
ecf01b22996f,player_0034,player_0034_s2,2026-07-21T01:25:21Z,party_join,lobby,multiplayer_pvp,mobile,2,,
43a76d4d7c90,player_0021,player_0021_s1,2026-07-21T01:27:04Z,afk_timeout,quest_goblin_camp,singleplayer,mobile,6,,
6ca5924a50d4,player_0034,player_0034_s2,2026-07-21T01:28:26Z,damage_taken,quest_goblin_camp,multiplayer_pvp,mobile,2,10,
e5c19097b800,player_0021,player_0021_s1,2026-07-21T01:28:52Z,session_end,lobby,singleplayer,mobile,6,,
d6e4b3acab25,player_0034,player_0034_s2,2026-07-21T01:29:43Z,session_end,lobby,multiplayer_pvp,mobile,2,,
ecdcedf282bf,player_0031,player_0031_s2,2026-07-21T01:31:27Z,session_start,lobby,singleplayer,console,6,,
775cd6c2d76b,player_0031,player_0031_s2,2026-07-21T01:33:08Z,enemy_kill,level_1,singleplayer,console,6,1,
d396ca1eee29,player_0031,player_0031_s2,2026-07-21T01:35:10Z,party_leave,lobby,singleplayer,console,6,,
c4b571de1b6d,player_0031,player_0031_s2,2026-07-21T01:36:42Z,party_leave,lobby,singleplayer,console,6,,
4b24f9e0270a,player_0031,player_0031_s2,2026-07-21T01:38:17Z,afk_timeout,level_1,singleplayer,console,6,,
50568588d5d5,player_0031,player_0031_s2,2026-07-21T01:41:39Z,afk_timeout,level_1,singleplayer,console,6,,
f5e1ff7e3334,player_0031,player_0031_s2,2026-07-21T01:44:28Z,item_sell,level_1,singleplayer,console,6,317,
29e3a2b2c8ec,player_0031,player_0031_s2,2026-07-21T01:46:36Z,item_pickup,level_1,singleplayer,console,6,,
296a8801a731,player_0031,player_0031_s2,2026-07-21T01:47:44Z,item_sell,level_1,singleplayer,console,6,290,
ce6100be6014,player_0031,player_0031_s2,2026-07-21T01:49:05Z,item_purchase,level_1,singleplayer,console,6,487,
3316838b1cf3,player_0031,player_0031_s2,2026-07-21T01:50:26Z,player_death,level_1,singleplayer,console,6,,
573b1f35afed,player_0031,player_0031_s2,2026-07-21T01:53:31Z,item_pickup,level_1,singleplayer,console,6,,
30dd0e98e289,player_0031,player_0031_s2,2026-07-21T01:56:32Z,friend_request_sent,level_1,singleplayer,console,6,,
81295cd6c545,player_0031,player_0031_s2,2026-07-21T01:57:58Z,friend_request_sent,level_1,singleplayer,console,6,,
bcd7c9e0ccee,player_0031,player_0031_s2,2026-07-21T01:59:32Z,party_leave,lobby,singleplayer,console,6,,
9bf7863058d5,player_0031,player_0031_s2,2026-07-21T02:01:18Z,session_end,lobby,singleplayer,console,6,,
c518037eb61c,player_0045,player_0045_s1,2026-07-21T05:05:38Z,session_start,lobby,multiplayer_pvp,pc,4,,
e4f16b6a3623,player_0045,player_0045_s1,2026-07-21T05:06:54Z,damage_taken,quest_forest_rescue,multiplayer_pvp,pc,4,59,
fe0dce02a0e4,player_0045,player_0045_s1,2026-07-21T05:09:03Z,enemy_kill,quest_forest_rescue,multiplayer_pvp,pc,4,3,
09194101dadf,player_0045,player_0045_s1,2026-07-21T05:09:08Z,level_fail,,multiplayer_pvp,pc,4,,
16996c86dd51,player_0045,player_0045_s1,2026-07-21T05:11:55Z,afk_timeout,quest_forest_rescue,multiplayer_pvp,pc,4,,
b637a5476ebe,player_0045,player_0045_s1,2026-07-21T05:14:58Z,damage_taken,quest_forest_rescue,multiplayer_pvp,pc,4,9,
28183496d242,player_0045,player_0045_s1,2026-07-21T05:18:26Z,party_leave,lobby,multiplayer_pvp,,4,,
fcc26274c38a,player_0045,player_0045_s1,2026-07-21T05:20:12Z,item_pickup,quest_forest_rescue,multiplayer_pvp,pc,4,,
b5ad634a2e28,player_0045,player_0045_s1,2026-07-21T05:22:06Z,item_pickup,quest_forest_rescue,multiplayer_pvp,pc,4,,
a24dd3da83bc,player_0045,player_0045_s1,2026-07-21T05:24:17Z,item_sell,quest_forest_rescue,multiplayer_pvp,pc,4,170,
40d16022dbef,player_0045,player_0045_s1,2026-07-21T05:27:54Z,player_death,quest_forest_rescue,multiplayer_pvp,pc,4,,
7f7fb028f921,player_0078,player_0078_s4,2026-07-21T05:28:20Z,session_start,lobby,multiplayer_coop,console,8,,
dd2315b8e496,player_0045,player_0045_s1,2026-07-21T05:28:42Z,session_end,lobby,multiplayer_pvp,,4,,
5eb46463e5dc,player_0078,player_0078_s4,2026-07-21T05:32:12Z,chat_message,menu,multiplayer_coop,console,8,,0
e7273233703c,player_0078,player_0078_s4,2026-07-21T05:34:30Z,chat_message,menu,multiplayer_coop,console,8,,0
9c8895c44fcd,player_0078,player_0078_s4,2026-07-21T05:38:13Z,level_start,level_2,multiplayer_coop,console,8,,
7ab8f6bc7370,player_0078,player_0078_s4,2026-07-21T05:41:24Z,item_purchase,lobby,multiplayer_coop,console,8,343,
3da278b528e0,player_0078,player_0078_s4,2026-07-21T05:42:33Z,level_fail,level_2,multiplayer_coop,console,8,,
417c44cd683d,player_0078,player_0078_s4,2026-07-21T05:43:20Z,level_up,lobby,multiplayer_coop,console,9,205,
9a446a0c1a62,player_0078,player_0078_s4,2026-07-21T05:43:49Z,level_fail,level_4,multiplayer_coop,console,9,,
0eed6d0005cb,player_0078,player_0078_s4,2026-07-21T05:46:14Z,level_complete,level_1,multiplayer_coop,console,9,,
307ac2aef17b,player_0078,player_0078_s4,2026-07-21T05:49:36Z,level_up,lobby,multiplayer_coop,,10,636,
ddbfb0e35dde,player_0078,player_0078_s4,2026-07-21T05:52:56Z,level_fail,level_1,multiplayer_coop,console,10,,
2d282b998b5d,player_0078,player_0078_s4,2026-07-21T05:54:08Z,matchmaking_complete,lobby,multiplayer_coop,console,10,,
d9de9ec24b2a,player_0078,player_0078_s4,2026-07-21T05:54:52Z,level_fail,level_4,multiplayer_coop,console,10,,
9399562d9a25,player_0078,player_0078_s4,2026-07-21T05:56:16Z,item_purchase,lobby,multiplayer_coop,console,10,131,
38af9aae7e61,player_0078,player_0078_s4,2026-07-21T05:59:29Z,player_death,lobby,multiplayer_coop,console,10,,
4b58b6d58c4b,player_0078,player_0078_s4,2026-07-21T06:00:30Z,session_end,lobby,multiplayer_coop,console,10,,
29a11e53a45a,player_0021,player_0021_s2,2026-07-21T07:27:27Z,session_start,lobby,singleplayer,mobile,6,,
19449b728c74,player_0021,player_0021_s2,2026-07-21T07:27:36Z,chat_message,lobby,singleplayer,mobile,6,,0
bcf21170f3dd,player_0021,player_0021_s2,2026-07-21T07:30:08Z,achievement_unlocked,level_1,singleplayer,mobile,6,156,
ecdeca737680,player_0021,player_0021_s2,2026-07-21T07:31:56Z,rage_quit,level_1,singleplayer,mobile,6,,
d36f80412b28,player_0021,player_0021_s2,2026-07-21T07:33:47Z,player_death,level_1,singleplayer,mobile,6,,
e8f3047b9b35,player_0021,player_0021_s2,2026-07-21T07:34:21Z,level_up,level_1,singleplayer,mobile,7,121,
0c91964f99e3,player_0021,player_0021_s2,2026-07-21T07:35:49Z,quest_abandon,quest_goblin_camp,singleplayer,mobile,7,,
a857b79b559e,player_0021,player_0021_s2,2026-07-21T07:37:51Z,damage_taken,level_1,singleplayer,mobile,7,12,
bc14bc8a518e,player_0021,player_0021_s2,2026-07-21T07:39:47Z,quest_accept,quest_dragon_hunt,singleplayer,mobile,7,,
999a88f6b802,player_0021,player_0021_s2,2026-07-21T07:41:43Z,matchmaking_start,lobby,singleplayer,mobile,7,,
388e85bed41b,player_0021,player_0021_s2,2026-07-21T07:43:30Z,party_join,lobby,singleplayer,,7,,
fb4ccfc73687,player_0021,player_0021_s2,2026-07-21T07:43:55Z,level_up,level_1,singleplayer,,8,991,
817f3b0c6a82,player_0021,player_0021_s2,2026-07-21T07:45:19Z,enemy_kill,level_1,singleplayer,mobile,8,1,
52f009bcd480,player_0021,player_0021_s2,2026-07-21T07:46:49Z,quest_abandon,quest_forest_rescue,singleplayer,mobile,8,,
618cc499ffc9,player_0021,player_0021_s2,2026-07-21T07:49:04Z,rage_quit,level_1,singleplayer,mobile,8,,
d2fcb086aac4,player_0021,player_0021_s2,2026-07-21T07:49:38Z,party_join,lobby,singleplayer,mobile,8,,
97808c511931,player_0021,player_0021_s2,2026-07-21T07:50:48Z,session_end,,singleplayer,mobile,8,,
31d50d4555af,player_0026,player_0026_s2,2026-07-21T08:00:54Z,session_start,lobby,multiplayer_coop,pc,6,,
e092cc4c6475,player_0026,player_0026_s2,2026-07-21T08:04:52Z,damage_taken,level_4,multiplayer_coop,pc,6,79,
55ad49c478fc,player_0026,player_0026_s2,2026-07-21T08:06:48Z,item_sell,level_4,multiplayer_coop,pc,6,332,
83e04f6b8edc,player_0026,player_0026_s2,2026-07-21T08:10:15Z,level_complete,level_4,multiplayer_coop,pc,6,,
222231213721,player_0026,player_0026_s2,2026-07-21T08:10:39Z,afk_timeout,level_4,multiplayer_coop,pc,6,,
5945589c9969,player_0026,player_0026_s2,2026-07-21T08:12:05Z,session_end,lobby,multiplayer_coop,pc,6,,
77b2af6c6006,player_0063,player_0063_s4,2026-07-21T16:53:34Z,session_start,lobby,singleplayer,pc,2,,
e4d7e70c9f13,player_0063,player_0063_s4,2026-07-21T16:56:10Z,friend_request_sent,quest_forest_rescue,singleplayer,pc,2,,
807437516cad,player_0063,player_0063_s4,2026-07-21T16:59:40Z,matchmaking_start,lobby,singleplayer,pc,2,,
4fc7fd8aa5dd,player_0063,player_0063_s4,2026-07-21T17:02:38Z,chat_message,lobby,singleplayer,pc,2,,0
bf6f19fda5a3,player_0063,player_0063_s4,2026-07-21T17:06:02Z,damage_taken,quest_forest_rescue,singleplayer,pc,2,79,
4a99e9c627f3,player_0063,player_0063_s4,2026-07-21T17:06:14Z,afk_timeout,quest_forest_rescue,singleplayer,pc,2,,
f7cc91528171,player_0063,player_0063_s4,2026-07-21T17:08:11Z,session_end,lobby,singleplayer,pc,2,,
4a82e3cfd368,player_0066,player_0066_s2,2026-07-21T20:21:27Z,session_start,lobby,multiplayer_coop,mobile,4,,
e1b851090dd3,player_0066,player_0066_s2,2026-07-21T20:24:46Z,damage_taken,tutorial,multiplayer_coop,mobile,4,72,
6ef0213602d0,player_0066,player_0066_s2,2026-07-21T20:26:53Z,matchmaking_start,lobby,multiplayer_coop,mobile,4,,
d022c3e884f3,player_0066,player_0066_s2,2026-07-21T20:29:24Z,afk_timeout,tutorial,multiplayer_coop,mobile,4,,
264f4722bf07,player_0066,player_0066_s2,2026-07-21T20:32:30Z,achievement_unlocked,tutorial,multiplayer_coop,mobile,4,182,
a80d4c638772,player_0066,player_0066_s2,2026-07-21T20:35:46Z,party_leave,lobby,multiplayer_coop,mobile,4,,
8cf0b260a172,player_0066,player_0066_s2,2026-07-21T20:37:04Z,achievement_unlocked,,multiplayer_coop,mobile,4,13,
8ea04b473928,player_0066,player_0066_s2,2026-07-21T20:39:22Z,quest_accept,quest_forest_rescue,multiplayer_coop,mobile,4,,
9ccab2dca6de,player_0066,player_0066_s2,2026-07-21T20:41:04Z,quest_complete,quest_forest_rescue,multiplayer_coop,mobile,4,393,
907c3e74bbb4,player_0066,player_0066_s2,2026-07-21T20:41:23Z,item_pickup,tutorial,multiplayer_coop,mobile,4,,
4452b611b08b,player_0066,player_0066_s2,2026-07-21T20:42:02Z,session_end,lobby,multiplayer_coop,mobile,4,,
92723668c7a7,player_0068,player_0068_s1,2026-07-21T21:45:29Z,session_start,lobby,singleplayer,console,4,,
06595135a8a5,player_0068,player_0068_s1,2026-07-21T21:46:16Z,party_leave,lobby,singleplayer,console,4,,
26521d0003b6,player_0068,player_0068_s1,2026-07-21T21:48:37Z,level_start,level_3,singleplayer,console,4,,
6f5bf9e23d95,player_0068,player_0068_s1,2026-07-21T21:51:22Z,level_fail,level_3,singleplayer,console,4,,
1dc078aca861,player_0068,player_0068_s1,2026-07-21T21:52:20Z,afk_timeout,level_3,singleplayer,console,4,,
778fb9b65434,player_0068,player_0068_s1,2026-07-21T21:55:06Z,item_pickup,level_3,singleplayer,console,4,,
c676b07f81c6,player_0068,player_0068_s1,2026-07-21T21:57:01Z,session_end,lobby,singleplayer,console,4,,
d3d58a5b48a9,player_0074,player_0074_s1,2026-07-22T17:03:15Z,session_start,lobby,singleplayer,mobile,3,,
178a0b428be9,player_0074,player_0074_s1,2026-07-22T17:03:24Z,item_pickup,level_5,singleplayer,mobile,3,,
7a525e8f57fb,player_0074,player_0074_s1,2026-07-22T17:05:42Z,party_join,lobby,singleplayer,mobile,3,,
9f2dcbd40e12,player_0074,player_0074_s1,2026-07-22T17:08:42Z,achievement_unlocked,level_5,singleplayer,mobile,3,48,
73892154f357,player_0074,player_0074_s1,2026-07-22T17:11:22Z,quest_accept,quest_dragon_hunt,singleplayer,mobile,3,,
c234cef4f34c,player_0074,player_0074_s1,2026-07-22T17:13:28Z,matchmaking_complete,lobby,singleplayer,mobile,3,,
d29eab262b3a,player_0074,player_0074_s1,2026-07-22T17:16:06Z,level_complete,level_5,singleplayer,mobile,3,,
6f2f6dbfc624,player_0074,player_0074_s1,2026-07-22T17:19:55Z,party_leave,lobby,singleplayer,mobile,3,,
eebfe5a8d5ae,player_0074,player_0074_s1,2026-07-22T17:22:08Z,quest_accept,quest_forest_rescue,singleplayer,mobile,3,,
186c93946a6b,player_0074,player_0074_s1,2026-07-22T17:24:16Z,afk_timeout,level_5,singleplayer,mobile,3,,
0df14babbec2,player_0074,player_0074_s1,2026-07-22T17:24:54Z,matchmaking_complete,lobby,singleplayer,mobile,3,,
586d53cfb767,player_0074,player_0074_s1,2026-07-22T17:26:08Z,session_end,lobby,singleplayer,mobile,3,,
3f99c181be28,player_0022,player_0022_s1,2026-07-22T22:58:32Z,session_start,lobby,multiplayer_coop,console,5,,
3f99c181be28,player_0022,player_0022_s1,2026-07-22T22:58:32Z,session_start,lobby,multiplayer_coop,console,5,,
41722884dc4d,player_0022,player_0022_s1,2026-07-22T23:02:04Z,enemy_kill,quest_goblin_camp,multiplayer_coop,console,5,3,
be143a7c6a9e,player_0022,player_0022_s1,2026-07-22T23:02:30Z,party_join,lobby,multiplayer_coop,console,5,,
4482f8c72894,player_0022,player_0022_s1,2026-07-22T23:05:20Z,quest_abandon,quest_goblin_camp,multiplayer_coop,console,5,,
009d089c82e5,player_0022,player_0022_s1,2026-07-22T23:05:35Z,item_purchase,quest_goblin_camp,multiplayer_coop,console,5,367,
a480c2ebadc1,player_0022,player_0022_s1,2026-07-22T23:06:36Z,session_end,lobby,multiplayer_coop,console,5,,
fdb328fbde77,player_0058,player_0058_s3,2026-07-23T07:16:58Z,session_start,lobby,multiplayer_coop,mobile,5,,
a9bebb894aa1,player_0058,player_0058_s3,2026-07-23T07:17:28Z,player_death,quest_dragon_hunt,multiplayer_coop,mobile,5,,
ef085e9aaa3c,player_0058,player_0058_s3,2026-07-23T07:21:15Z,party_leave,lobby,multiplayer_coop,mobile,5,,
6e94ba0a098c,player_0058,player_0058_s3,2026-07-23T07:25:05Z,damage_taken,quest_dragon_hunt,multiplayer_coop,mobile,5,53,
400a737b760c,player_0058,player_0058_s3,2026-07-23T07:26:17Z,level_up,quest_dragon_hunt,multiplayer_coop,mobile,6,770,
67ac4aac5d1d,player_0058,player_0058_s3,2026-07-23T07:28:26Z,matchmaking_start,lobby,multiplayer_coop,mobile,6,,
6186b85149db,player_0058,player_0058_s3,2026-07-23T07:29:48Z,session_end,lobby,multiplayer_coop,mobile,6,,
cb1d6ec7cc7d,player_0031,player_0031_s3,2026-07-23T09:55:42Z,session_start,,multiplayer_coop,console,6,,
480f55f23757,player_0031,player_0031_s3,2026-07-23T09:58:06Z,level_up,quest_castle_siege,multiplayer_coop,console,7,504,
3a6ab4336626,player_0031,player_0031_s3,2026-07-23T10:01:40Z,damage_taken,quest_castle_siege,multiplayer_coop,console,7,99,
ef7731275be0,player_0031,player_0031_s3,2026-07-23T10:05:10Z,quest_complete,quest_castle_siege,multiplayer_coop,console,7,198,
48d7736eedb0,player_0031,player_0031_s3,2026-07-23T10:05:25Z,player_death,quest_castle_siege,multiplayer_coop,console,7,,
6dfca0db479c,player_0031,player_0031_s3,2026-07-23T10:08:32Z,level_fail,level_3,multiplayer_coop,console,7,,
21a823dbc696,player_0031,player_0031_s3,2026-07-23T10:09:33Z,session_end,lobby,multiplayer_coop,console,7,,
21a823dbc696,player_0031,player_0031_s3,2026-07-23T10:09:33Z,session_end,lobby,multiplayer_coop,console,7,,
d8604ebbff8d,player_0003,player_0003_s1,2026-07-23T14:39:14Z,session_start,lobby,multiplayer_coop,mobile,2,,
7fa44a14ab59,player_0003,player_0003_s1,2026-07-23T14:39:54Z,party_join,lobby,multiplayer_coop,mobile,2,,
ae4aafa01482,player_0003,player_0003_s1,2026-07-23T14:42:05Z,level_fail,level_1,multiplayer_coop,mobile,2,,
46d7e9c10ecb,player_0003,player_0003_s1,2026-07-23T14:45:50Z,quest_accept,quest_dragon_hunt,multiplayer_coop,mobile,2,,
5898976e0296,player_0003,player_0003_s1,2026-07-23T14:48:35Z,quest_abandon,quest_castle_siege,multiplayer_coop,mobile,2,,
9fd0d5be701d,player_0003,player_0003_s1,2026-07-23T14:51:12Z,level_fail,level_4,multiplayer_coop,mobile,2,,
5bf7bf58223b,player_0003,player_0003_s1,2026-07-23T14:52:54Z,matchmaking_complete,lobby,multiplayer_coop,mobile,2,,
90c5f35f3c30,player_0003,player_0003_s1,2026-07-23T14:54:58Z,party_join,lobby,multiplayer_coop,mobile,2,,
91ff9c0c7a5b,player_0003,player_0003_s1,2026-07-23T14:56:07Z,party_leave,lobby,multiplayer_coop,mobile,2,,
2682c2c6e792,player_0003,player_0003_s1,2026-07-23T14:59:52Z,level_start,level_1,multiplayer_coop,mobile,2,,
f313d5e8a9ba,player_0003,player_0003_s1,2026-07-23T15:02:51Z,party_leave,lobby,multiplayer_coop,mobile,2,,
6f77867f6dba,player_0003,player_0003_s1,2026-07-23T15:04:32Z,session_end,lobby,multiplayer_coop,,2,,
4b4c2577b654,player_0021,player_0021_s3,2026-07-24T06:13:13Z,session_start,lobby,singleplayer,mobile,8,,
abe336d5a3fa,player_0021,player_0021_s3,2026-07-24T06:16:47Z,rage_quit,level_3,singleplayer,mobile,8,,
b80583739643,player_0021,player_0021_s3,2026-07-24T06:20:20Z,quest_complete,quest_dragon_hunt,singleplayer,mobile,8,102,
b16909f6a9ce,player_0021,player_0021_s3,2026-07-24T06:21:02Z,item_sell,level_3,singleplayer,mobile,8,106,
f5786acf2861,player_0021,player_0021_s3,2026-07-24T06:21:51Z,matchmaking_complete,lobby,singleplayer,mobile,8,,
b3c065f119f1,player_0021,player_0021_s3,2026-07-24T06:22:35Z,rage_quit,,singleplayer,mobile,8,,
5d7ac35462d2,player_0021,player_0021_s3,2026-07-24T06:22:59Z,quest_abandon,quest_castle_siege,singleplayer,mobile,8,,
df8dbbe61d9f,player_0021,player_0021_s3,2026-07-24T06:25:02Z,matchmaking_start,lobby,singleplayer,mobile,8,,
289f93ff53e4,player_0021,player_0021_s3,2026-07-24T06:28:21Z,matchmaking_start,lobby,singleplayer,mobile,8,,
960568e6826c,player_0021,player_0021_s3,2026-07-24T06:30:20Z,afk_timeout,level_3,singleplayer,mobile,8,,
cdb782e7ea24,player_0021,player_0021_s3,2026-07-24T06:32:17Z,session_end,lobby,singleplayer,mobile,8,,
e70dc4c61feb,player_0031,player_0031_s4,2026-07-24T07:09:13Z,session_start,lobby,multiplayer_coop,console,7,,
8a0026cc23c8,player_0031,player_0031_s4,2026-07-24T07:11:35Z,item_sell,level_1,multiplayer_coop,console,7,482,
b5a1910dba49,player_0031,player_0031_s4,2026-07-24T07:14:03Z,item_sell,level_1,multiplayer_coop,console,7,75,
541ead437a5d,player_0031,player_0031_s4,2026-07-24T07:14:35Z,matchmaking_complete,lobby,multiplayer_coop,console,7,,
12151d60e889,player_0031,player_0031_s4,2026-07-24T07:17:49Z,matchmaking_start,lobby,multiplayer_coop,console,7,,
cb67a8fe9d4d,player_0031,player_0031_s4,2026-07-24T07:18:55Z,item_purchase,level_1,multiplayer_coop,console,7,30,
779c2ea6ee04,player_0031,player_0031_s4,2026-07-24T07:21:51Z,party_join,lobby,multiplayer_coop,console,7,,
75f0f438cba8,player_0031,player_0031_s4,2026-07-24T07:22:53Z,rage_quit,level_1,multiplayer_coop,console,7,,
f6b72b59adc9,player_0031,player_0031_s4,2026-07-24T07:23:27Z,session_end,lobby,multiplayer_coop,console,7,,
d8128bec58c3,player_0026,player_0026_s3,2026-07-24T08:41:31Z,session_start,,multiplayer_coop,pc,6,,
a451a789dc7a,player_0026,player_0026_s3,2026-07-24T08:42:16Z,level_start,level_3,multiplayer_coop,pc,6,,
a451a789dc7a,player_0026,player_0026_s3,2026-07-24T08:42:16Z,level_start,level_3,multiplayer_coop,pc,6,,
02f88f102dbd,player_0026,player_0026_s3,2026-07-24T08:42:57Z,matchmaking_complete,lobby,multiplayer_coop,pc,6,,
d8fd3c4139cb,player_0026,player_0026_s3,2026-07-24T08:45:55Z,chat_message,lobby,multiplayer_coop,pc,6,,0
6c75f305ba9f,player_0026,player_0026_s3,2026-07-24T08:47:00Z,rage_quit,level_3,multiplayer_coop,pc,6,,
3b6d0c6ae388,player_0026,player_0026_s3,2026-07-24T08:48:38Z,damage_taken,level_3,multiplayer_coop,pc,6,50,
6c1af7025a18,player_0026,player_0026_s3,2026-07-24T08:51:08Z,level_complete,level_3,multiplayer_coop,pc,6,,
f4fac592c6a9,player_0026,player_0026_s3,2026-07-24T08:53:47Z,quest_complete,quest_castle_siege,multiplayer_coop,pc,6,239,
64d4adfa9f6f,player_0026,player_0026_s3,2026-07-24T08:55:27Z,chat_message,lobby,multiplayer_coop,pc,6,,0
59c6b0f6b4c6,player_0026,player_0026_s3,2026-07-24T08:57:47Z,damage_taken,level_3,multiplayer_coop,pc,6,51,
f125a458a883,player_0026,player_0026_s3,2026-07-24T08:59:12Z,rage_quit,level_3,multiplayer_coop,pc,6,,
fd0c9b3eb1d7,player_0026,player_0026_s3,2026-07-24T09:00:28Z,item_purchase,level_3,multiplayer_coop,pc,6,496,
942013d4c457,player_0026,player_0026_s3,2026-07-24T09:01:02Z,level_start,level_3,multiplayer_coop,pc,6,,
36c479ec45d5,player_0026,player_0026_s3,2026-07-24T09:04:15Z,quest_abandon,quest_castle_siege,multiplayer_coop,pc,6,,
798a5edaea84,player_0026,player_0026_s3,2026-07-24T09:06:32Z,level_up,level_3,multiplayer_coop,pc,7,675,
ac6cfcde41cb,player_0026,player_0026_s3,2026-07-24T09:07:07Z,item_sell,level_3,multiplayer_coop,pc,7,401,
296e3e09a8f1,player_0026,player_0026_s3,2026-07-24T09:08:18Z,chat_message,lobby,multiplayer_coop,pc,7,,0
5ebe8b4ba8c9,player_0026,player_0026_s3,2026-07-24T09:08:59Z,session_end,lobby,multiplayer_coop,pc,7,,
59241cc3b222,player_0074,player_0074_s2,2026-07-24T10:58:48Z,session_start,,multiplayer_pvp,mobile,3,,
cc58c392f752,player_0074,player_0074_s2,2026-07-24T11:02:36Z,level_complete,level_3,multiplayer_pvp,mobile,3,,
3f522954a037,player_0074,player_0074_s2,2026-07-24T11:05:39Z,party_join,lobby,multiplayer_pvp,mobile,3,,
f12deaf92095,player_0074,player_0074_s2,2026-07-24T11:07:33Z,item_purchase,level_3,multiplayer_pvp,mobile,3,485,
4fb01bd4d4d0,player_0074,player_0074_s2,2026-07-24T11:11:03Z,friend_request_sent,level_3,multiplayer_pvp,mobile,3,,
f348178dc2b2,player_0074,player_0074_s2,2026-07-24T11:14:30Z,level_up,level_3,multiplayer_pvp,mobile,4,458,
50c8f5c76f37,player_0074,player_0074_s2,2026-07-24T11:17:05Z,matchmaking_start,lobby,multiplayer_pvp,mobile,4,,
febabec7c9a6,player_0074,player_0074_s2,2026-07-24T11:17:35Z,achievement_unlocked,level_3,multiplayer_pvp,mobile,4,44,
3e002b4850a1,player_0074,player_0074_s2,2026-07-24T11:18:45Z,friend_request_sent,level_3,multiplayer_pvp,mobile,4,,
1b8ff49f5876,player_0074,player_0074_s2,2026-07-24T11:22:06Z,item_purchase,level_3,multiplayer_pvp,mobile,4,470,
7276146d0c5a,player_0074,player_0074_s2,2026-07-24T11:25:50Z,level_fail,level_3,multiplayer_pvp,mobile,4,,
